结算时间,订单号,子订单号,结算金额,结算账户,结算单类型,有结算前退款,下单时间,商品ID,商品数量,业务类型,订单类型,订单总价,商品总价,运费,店铺劵,结算前退款金额,平台补贴,达人补贴,抖音支付补贴,抖音月付营销补贴,银行补贴,以旧换新抵扣,平台补贴运费,用户实付,收入合计,平台服务费,达人佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,其他分成说明,支出合计,是否免佣,免佣金额,备注,dyOrder
2024/7/6 11:54,'6931320244113052881,'6931320244113052881,185.22,聚合账户,已结算,否,2024/6/25 16:40,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931320244113052881
2024/7/6 11:50,'6931310984312395278,'6931310984312395278,244.02,聚合账户,已结算,否,2024/6/25 16:59,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,15,0,0,0,0,0,0,234,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931310984312395278
2024/7/6 11:50,'6931381608992412792,'6931381608992412792,234.22,聚合账户,已结算,否,2024/6/26 17:08,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,20,0,0,0,0,219,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931381608992412792
2024/7/6 11:49,'6931320304879343348,'6931320304879343348,244.02,聚合账户,已结算,否,2024/6/25 16:23,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931320304879343348
2024/7/6 11:49,'6931544762136795023,'6931544762136795023,244.02,聚合账户,已结算,否,2024/6/29 17:06,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931544762136795023
2024/7/6 11:49,'6931337989311239868,'6931337989311239868,400.82,聚合账户,已结算,否,2024/6/25 18:09,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,1.16,0,0,0,407.84,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931337989311239868
2024/7/6 11:36,'6931331063190197982,'6931331063190197982,244.02,聚合账户,已结算,否,2024/6/25 17:04,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931331063190197982
2024/7/6 11:34,'6931320418203735758,'6931320418203735758,244.02,聚合账户,已结算,否,2024/6/25 18:30,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931320418203735758
2024/7/6 11:34,'6931264322004784995,'6931264322004784995,410.62,聚合账户,已结算,否,2024/6/24 18:35,'3688051480515969377,1,小店自卖,普通订单,459,459,0,40,0,0,0,0,0,0,0,0,419,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6931264322004784995
2024/7/6 11:31,'6931338265057629231,'6931338265057629231,244.02,聚合账户,已结算,否,2024/6/25 18:48,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931338265057629231
2024/7/6 11:24,'6931340381956478498,'6931340381956478498,244.02,聚合账户,已结算,否,2024/6/25 18:16,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,3,0,0,0,0,0,0,246,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931340381956478498
2024/7/6 11:24,'6931494308962964811,'6931494308962964811,400.82,聚合账户,已结算,否,2024/6/28 18:00,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931494308962964811
2024/7/6 11:22,'6931311270591993028,'6931311270591993028,185.22,聚合账户,已结算,否,2024/6/25 18:26,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,9,0,0,0,0,0,0,180,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931311270591993028
2024/7/6 11:22,'6931317770075903904,'6931317770075903904,185.22,聚合账户,已结算,否,2024/6/25 17:33,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931317770075903904
2024/7/6 11:06,'6931327242598880405,'6931327242598880405,185.22,聚合账户,已结算,否,2024/6/25 16:49,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931327242598880405
2024/7/6 11:05,'6931324299455173688,'6931324299455173688,185.22,聚合账户,已结算,否,2024/6/25 16:21,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931324299455173688
2024/7/6 12:59,'6931311105613764217,'6931311105613764217,244.02,聚合账户,已结算,否,2024/6/25 17:18,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931311105613764217
2024/7/6 12:56,'6931329710037931080,'6931329710037931080,185.22,聚合账户,已结算,否,2024/6/25 18:04,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931329710037931080
2024/7/6 12:56,'6931315605275940630,'6931315605275940630,244.02,聚合账户,已结算,否,2024/6/25 16:56,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931315605275940630
2024/7/6 12:55,'6931342884043888401,'6931342884043888401,185.22,聚合账户,已结算,否,2024/6/25 17:26,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931342884043888401
2024/7/6 12:54,'6931327310214206505,'6931327310214206505,273.42,聚合账户,已结算,否,2024/6/25 17:53,'3653768848580183172,1,小店自卖,普通订单,399,399,0,120,0,0,0,30,0,0,0,0,249,279,-5.58,0,0,0,0,0,0,,-5.58,,0,,''6931327310214206505
2024/7/6 12:54,'6931528717649122625,'6931528717649122625,185.22,聚合账户,已结算,否,2024/6/29 19:26,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931528717649122625
2024/7/6 12:54,'6931329808651785287,'6931329808651785287,146.02,聚合账户,已结算,否,2024/6/25 18:35,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931329808651785287
2024/7/6 12:54,'6931317660887357261,'6931317660887357261,371.42,聚合账户,已结算,否,2024/6/25 16:21,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,5,0,0,14,0,0,0,360,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931317660887357261
2024/7/6 12:54,'6931470055595513257,'6931470055595513257,244.02,聚合账户,已结算,否,2024/6/28 18:04,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,15,0,0,0,0,0,0,234,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931470055595513257
2024/7/6 12:53,'6931338321093727338,'6931338321093727338,244.02,聚合账户,已结算,否,2024/6/25 18:50,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,8,0,0,19.6,0,0,0,221.4,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931338321093727338
2024/7/6 12:53,'6931314392125937140,'6931314392125937140,283.22,聚合账户,已结算,否,2024/6/25 16:57,'3653768848580183172,1,小店自卖,普通订单,409,409,0,120,0,8,0,0,0.98,0,0,0,280.02,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931314392125937140
2024/7/6 12:53,'6931329762150126631,'6931329762150126631,244.02,聚合账户,已结算,否,2024/6/25 18:16,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931329762150126631
2024/7/6 12:52,'6931327752956351523,'6931327752956351523,244.02,聚合账户,已结算,否,2024/6/25 19:45,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,30,0,0,0,0,219,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931327752956351523
2024/7/6 12:35,'6931333800593003554,'6931333800593003554,244.02,聚合账户,已结算,否,2024/6/25 17:19,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931333800593003554
2024/7/6 12:27,'6931338259634853131,'6931338259634853131,244.02,聚合账户,已结算,否,2024/6/25 19:25,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931338259634853131
2024/7/6 12:18,'6931311366118577573,'6931311366118577573,244.02,聚合账户,已结算,否,2024/6/25 17:49,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931311366118577573
2024/7/6 12:18,'6931322989421663520,'6931322989421663520,185.22,聚合账户,已结算,否,2024/6/25 16:36,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,15,0,0,0,0,0,0,174,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931322989421663520
2024/7/6 12:18,'6931311281152857131,'6931311281152857131,244.02,聚合账户,已结算,否,2024/6/25 18:43,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,15,0,0,0,0,0,0,234,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931311281152857131
2024/7/6 12:18,'6931342714944427451,'6931342714944427451,244.02,聚合账户,已结算,否,2024/6/25 16:06,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931342714944427451
2024/7/6 12:14,'6931323075028522470,'6931323075028522470,185.22,聚合账户,已结算,否,2024/6/25 17:53,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0.1,0,0,0,0,188.9,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931323075028522470
2024/7/6 12:14,'6931329468406634432,'6931329468406634432,244.02,聚合账户,已结算,否,2024/6/25 17:15,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931329468406634432
2024/7/6 12:08,'6931302508556457222,'6931302508556457222,244.02,聚合账户,已结算,否,2024/6/25 17:43,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,1.08,0,0,247.92,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931302508556457222
2024/7/6 12:08,'6931335699963647059,'6931335699963647059,185.22,聚合账户,已结算,否,2024/6/25 16:52,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931335699963647059
2024/7/6 12:06,'6931374764067919708,'6931374764067919708,244.02,聚合账户,已结算,否,2024/6/26 17:13,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931374764067919708
2024/7/6 12:04,'6931342894229952279,'6931342894229952279,185.22,聚合账户,已结算,否,2024/6/25 17:29,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931342894229952279
2024/7/6 13:44,'6931320298622621340,'6931320298622621340,415.52,聚合账户,已结算,否,2024/6/25 17:03,'3653768848580183172,1,小店自卖,普通订单,544,529,15,120,0,0,0,0,0,0,0,0,424,424,-8.48,0,0,0,0,0,0,,-8.48,,0,,''6931320298622621340
2024/7/6 13:44,'6931317946510940076,'6931317946510940076,185.22,聚合账户,已结算,否,2024/6/25 18:42,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931317946510940076
2024/7/6 13:42,'6931291557017622364,'6931291557017622364,146.02,聚合账户,已结算,否,2024/6/24 19:43,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931291557017622364
2024/7/6 13:42,'6931288709955196318,'6931288709955196318,371.42,聚合账户,已结算,否,2024/6/24 18:57,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931288709955196318
2024/7/6 13:41,'6931333995822913120,'6931333995822913120,185.22,聚合账户,已结算,否,2024/6/25 18:24,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,15,0,0,0,0,0,0,174,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931333995822913120
2024/7/6 13:40,'6931304777127564356,'6931304777127564356,185.22,聚合账户,已结算,否,2024/6/25 16:11,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931304777127564356
2024/7/6 13:40,'6931323032255075744,'6931323032255075744,185.22,聚合账户,已结算,否,2024/6/25 16:36,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931323032255075744
2024/7/6 13:36,'6931281030581130778,'6931281030581130778,146.02,聚合账户,已结算,否,2024/6/24 19:35,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,3,0,0,0,0,0,0,146,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931281030581130778
2024/7/6 13:35,'6931297843825087868,'6931297843825087868,234.22,聚合账户,已结算,否,2024/6/25 16:15,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931297843825087868
2024/7/6 13:31,'6931327258723948480,'6931327258723948480,234.22,聚合账户,已结算,否,2024/6/25 17:15,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931327258723948480
2024/7/6 13:14,'6931311389277558364,'6931311389277558364,185.22,聚合账户,已结算,否,2024/6/25 18:48,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931311389277558364
2024/7/6 13:14,'6931311081079969149,'6931311081079969149,185.22,聚合账户,已结算,否,2024/6/25 17:04,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931311081079969149
2024/7/6 14:50,'6931304919444625121,'6931304919444625121,244.02,聚合账户,已结算,否,2024/6/25 17:51,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931304919444625121
2024/7/6 14:49,'6931320434766124860,'6931320434766124860,244.02,聚合账户,已结算,否,2024/6/25 17:59,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931320434766124860
2024/7/6 14:44,'6931538327823587128,'6931538327823587128,234.22,聚合账户,已结算,否,2024/6/29 19:50,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,3,0,0,0,0,236,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931538327823587128
2024/7/6 15:51,'6931342731383149998,'6931342731383149998,400.82,聚合账户,已结算,否,2024/6/25 16:22,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931342731383149998
2024/7/6 15:51,'6931548841278641754,'6931548841278641754,146.02,聚合账户,已结算,否,2024/6/29 19:59,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931548841278641754
2024/7/6 15:51,'6931264431663683289,'6931264431663683289,244.02,聚合账户,已结算,否,2024/6/24 19:05,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,8,0,0,0.65,0,0,0,240.35,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931264431663683289
2024/7/6 15:51,'6931333909965051354,'6931333909965051354,391.02,聚合账户,已结算,否,2024/6/25 18:09,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931333909965051354
2024/7/6 15:48,'6931327333927228726,'6931327333927228726,136.22,聚合账户,已结算,否,2024/6/25 17:15,'3621112255317429906,1,小店自卖,普通订单,199,199,0,60,0,0,0,0,0,0,0,0,139,139,-2.78,0,0,0,0,0,0,,-2.78,,0,,''6931327333927228726
2024/7/6 15:47,'6931342718902408549,'6931342718902408549,185.22,聚合账户,已结算,否,2024/6/25 16:14,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,10,0,0.61,0,0,0,0,178.39,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931342718902408549
2024/7/6 15:47,'6931327364812838377,'6931327364812838377,234.22,聚合账户,已结算,否,2024/6/25 17:58,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,3,0,0,0,0,0,0,236,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931327364812838377
2024/7/6 15:39,'6931314371134101337,'6931314371134101337,185.22,聚合账户,已结算,否,2024/6/25 16:28,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931314371134101337
2024/7/6 15:39,'6931320381504820884,'6931320381504820884,283.22,聚合账户,已结算,否,2024/6/25 18:26,'3653768848580183172,1,小店自卖,普通订单,409,409,0,120,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931320381504820884
2024/7/6 15:36,'6931311396237416358,'6931311396237416358,244.02,聚合账户,已结算,否,2024/6/25 17:41,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931311396237416358
2024/7/6 15:30,'6931330035674518805,'6931330035674518805,146.02,聚合账户,已结算,否,2024/6/25 18:43,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931330035674518805
2024/7/6 15:28,'6931304892626638722,'6931304892626638722,244.02,聚合账户,已结算,否,2024/6/25 18:08,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,1.5,0,0,0,247.5,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931304892626638722
2024/7/6 15:24,'6931275305335002114,'6931275305335002114,195.02,聚合账户,已结算,否,2024/6/24 16:10,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,10,0,0,0,0,0,0,189,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931275305335002114
2024/7/6 15:23,'6931338066849961506,'6931338066849961506,244.02,聚合账户,已结算,否,2024/6/25 18:13,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931338066849961506
2024/7/6 15:22,'6931320473995711734,'6931320473995711734,244.02,聚合账户,已结算,否,2024/6/25 17:50,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931320473995711734
2024/7/6 15:16,'6931302510811551291,'6931302510811551291,185.22,聚合账户,已结算,否,2024/6/25 17:35,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931302510811551291
2024/7/6 15:16,'6931314381288707334,'6931314381288707334,244.02,聚合账户,已结算,否,2024/6/25 16:35,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931314381288707334
2024/7/6 15:16,'6931335715356546490,'6931335715356546490,244.02,聚合账户,已结算,否,2024/6/25 16:52,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931335715356546490
2024/7/6 15:11,'6931620262419371378,'6931620262419371378,371.42,聚合账户,已结算,否,2024/7/1 18:07,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931620262419371378
2024/7/6 16:55,'6931315341423285912,'6931315341423285912,244.02,聚合账户,已结算,否,2024/6/25 16:07,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931315341423285912
2024/7/6 16:50,'6931315348356667122,'6931315348356667122,391.02,聚合账户,已结算,否,2024/6/25 16:30,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931315348356667122
2024/7/6 16:48,'6931302627751827113,'6931302627751827113,283.22,聚合账户,已结算,否,2024/6/24 21:53,'3632572065984452761,1,小店自卖,普通订单,369,369,0,80,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931302627751827113
2024/7/6 19:09,'6931329633226593504,'6931329633226593504,400.82,聚合账户,已结算,否,2024/6/25 18:10,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,3,0,0,0,0,0,0,406,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931329633226593504
2024/7/7 8:45,'6931381169548104768,'6931381169548104768,244.02,聚合账户,已结算,否,2024/6/26 14:41,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0.3,0,0,0,0,248.7,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931381169548104768
2024/7/7 8:44,'6931356250724963997,'6931356250724963997,400.82,聚合账户,已结算,否,2024/6/26 17:03,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931356250724963997
2024/7/7 8:44,'6931345269376488734,'6931345269376488734,195.02,聚合账户,已结算,否,2024/6/25 19:32,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931345269376488734
2024/7/7 8:40,'6931387738467210614,'6931387738467210614,283.22,聚合账户,已结算,否,2024/6/26 18:02,'3632572065984452761,1,小店自卖,普通订单,369,369,0,80,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931387738467210614
2024/7/7 9:59,'6931330095811794770,'6931330095811794770,146.02,聚合账户,已结算,否,2024/6/25 19:34,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931330095811794770
2024/7/7 9:55,'6931359119283197839,'6931359119283197839,234.22,聚合账户,已结算,否,2024/6/26 16:37,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931359119283197839
2024/7/7 9:51,'6931371809189926339,'6931371809189926339,234.22,聚合账户,已结算,否,2024/6/26 17:18,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931371809189926339
2024/7/7 9:51,'6931370058507491218,'6931370058507491218,244.02,聚合账户,已结算,否,2024/6/26 16:27,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931370058507491218
2024/7/7 9:51,'6931365665089656420,'6931365665089656420,185.22,聚合账户,已结算,否,2024/6/26 16:46,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931365665089656420
2024/7/7 9:42,'6931516762117576001,'6931516762117576001,371.42,聚合账户,已结算,否,2024/6/29 18:26,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931516762117576001
2024/7/7 9:41,'6931483098228003913,'6931483098228003913,146.02,聚合账户,已结算,否,2024/6/28 18:13,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,15,0,0,0,0,0,0,134,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931483098228003913
2024/7/7 9:41,'6931523758861915877,'6931523758861915877,391.02,聚合账户,已结算,否,2024/6/29 17:43,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,15,0,0,0,0,0,0,384,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931523758861915877
2024/7/7 11:02,'6931365679221118904,'6931365679221118904,234.22,聚合账户,已结算,否,2024/6/26 16:52,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931365679221118904
2024/7/7 12:01,'6931374743015659249,'6931374743015659249,244.02,聚合账户,已结算,否,2024/6/26 16:38,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931374743015659249
2024/7/7 12:01,'6931369482120664925,'6931369482120664925,293.02,聚合账户,已结算,否,2024/6/26 13:14,'3645602464511698399,1,小店自卖,普通订单,399,399,0,100,0,0,0,0,0,0,0,0,299,299,-5.98,0,0,0,0,0,0,,-5.98,,0,,''6931369482120664925
2024/7/7 12:01,'6931642602408253020,'6931642602408253020,234.22,聚合账户,已结算,否,2024/7/1 16:31,'3621112255317429906,1,小店自卖,普通订单,239,239,0,0,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931642602408253020
2024/7/7 11:59,'6931385292287775971,'6931385292287775971,185.22,聚合账户,已结算,否,2024/6/26 17:16,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931385292287775971
