结算时间,订单号,子订单号,结算金额,结算账户,结算单类型,有结算前退款,下单时间,商品ID,商品数量,业务类型,订单类型,订单总价,商品总价,运费,店铺劵,结算前退款金额,平台补贴,达人补贴,抖音支付补贴,抖音月付营销补贴,银行补贴,以旧换新抵扣,平台补贴运费,用户实付,收入合计,平台服务费,达人佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,其他分成说明,支出合计,是否免佣,免佣金额,备注,dyOrder
2024/7/5 15:36,'6931480811403089679,'6931480811403089679,234.22,聚合账户,已结算,否,2024/6/28 17:02,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931480811403089679
2024/7/5 15:32,'6931228212773065781,'6931228212773065781,293.02,聚合账户,已结算,否,2024/6/23 16:53,'3645602464511698399,1,小店自卖,普通订单,399,399,0,100,0,0,0,0,0,0,0,0,299,299,-5.98,0,0,0,0,0,0,,-5.98,,0,,''6931228212773065781
2024/7/5 15:30,'6931257506370623377,'6931257506370623377,386.12,聚合账户,已结算,否,2024/6/24 17:49,'3653768848580183172,1,小店自卖,普通订单,514,499,15,120,0,0,0,0,0,0,0,0,394,394,-7.88,0,0,0,0,0,0,,-7.88,,0,,''6931257506370623377
2024/7/5 15:27,'6931287272646644899,'6931287272646644899,283.22,聚合账户,已结算,否,2024/6/24 17:09,'3632572065984452761,1,小店自卖,普通订单,369,369,0,80,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931287272646644899
2024/7/5 15:27,'6931290872586638530,'6931290872586638530,175.42,聚合账户,已结算,否,2024/6/24 16:08,'3621112255317429906,1,小店自卖,普通订单,239,239,0,60,0,0,0,0,0,0,0,0,179,179,-3.58,0,0,0,0,0,0,,-3.58,,0,,''6931290872586638530
2024/7/5 15:20,'6931277549498209448,'6931277549498209448,244.02,聚合账户,已结算,否,2024/6/24 17:51,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931277549498209448
2024/7/5 15:08,'6931317670592582763,'6931317670592582763,234.22,聚合账户,已结算,否,2024/6/25 17:19,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,2,0,0,0,237,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931317670592582763
2024/7/5 15:07,'6931359091118643128,'6931359091118643128,185.22,聚合账户,已结算,否,2024/6/26 16:16,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931359091118643128
2024/7/5 15:06,'6931480755864475407,'6931480755864475407,391.02,聚合账户,已结算,否,2024/6/28 17:01,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931480755864475407
2024/7/5 16:33,'6931327391616865496,'6931327391616865496,244.02,聚合账户,已结算,否,2024/6/25 17:49,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931327391616865496
2024/7/6 8:53,'6931330112027497796,'6931330112027497796,244.02,聚合账户,已结算,否,2024/6/25 18:50,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,15,0,0,0,0,0,0,234,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931330112027497796
2024/7/6 8:53,'6931636497454012127,'6931636497454012127,185.22,聚合账户,已结算,否,2024/7/1 17:42,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931636497454012127
2024/7/6 8:50,'6931315474270655842,'6931315474270655842,244.02,聚合账户,已结算,否,2024/6/25 16:36,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931315474270655842
2024/7/6 8:50,'6931333734434805425,'6931333734434805425,244.02,聚合账户,已结算,否,2024/6/25 17:19,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931333734434805425
2024/7/6 8:50,'6931310908566410359,'6931310908566410359,244.02,聚合账户,已结算,否,2024/6/25 16:11,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931310908566410359
2024/7/6 9:55,'6931324322740114483,'6931324322740114483,185.22,聚合账户,已结算,否,2024/6/25 16:40,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931324322740114483
2024/7/6 9:53,'6931323247609976175,'6931323247609976175,391.02,聚合账户,已结算,否,2024/6/25 18:34,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931323247609976175
2024/7/6 9:42,'6931342757513991234,'6931342757513991234,244.02,聚合账户,已结算,否,2024/6/25 16:13,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931342757513991234
2024/7/6 9:42,'6931367816911591373,'6931367816911591373,195.02,聚合账户,已结算,否,2024/6/26 18:08,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,15,0,0,0,0,0,0,184,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931367816911591373
